% Model,cpm.mph
% Version,COMSOL 5.3.1.275
% Date,"Jul 24 2019, 13:12"
% Table,Probe Table 1 {tbl1} - 
% Time (h),c_in (mol/m^3),c_ads (mol/kg),m_ads (g),"alpha (1), Attenuation from source {avh1}",j_sides (mol/(m^2*s)),j_bottom (mol/(m^2*s)),j_ck (mol/(m^2*s)),j_d_sides (mol/(m^2*s)),j_d_bottom (mol/(m^2*s)),j_d_ck (mol/(m^2*s)),j_c_sides (mol/(m^2*s)),j_c_bottom (mol/(m^2*s)),j_c_ck (mol/(m^2*s))
7.601999999999999,1.9024432103813764E-6,2.2126604573867087E-6,12.820816275575297,4.648617777960816E-6,-2.455935199029464E-10,-2.3335167765914332E-11,1.0550361230293003E-8,-1.0238676303457925E-10,-1.557599387521531E-12,1.0517560171229026E-8,-1.4320675686836723E-10,-2.1777568378392747E-11,3.280105906396554E-11
7.701999999999999,1.907847070183981E-6,2.2126622647263383E-6,12.820826747841505,4.661822103120644E-6,-2.4618261612514124E-10,-2.3335286710748534E-11,1.0579330853622056E-8,-1.0281338635695834E-10,-1.5575752660632305E-12,1.0546436568162646E-8,-1.4336922976818312E-10,-2.177771144468541E-11,3.289428545938781E-11
7.802,1.9127375069205552E-6,2.2126640637088363E-6,12.820837171683992,4.673771879614145E-6,-2.4673988425560484E-10,-2.333540374698843E-11,1.0607282192040283E-8,-1.0321228262121508E-10,-1.5575511605972974E-12,1.0574303532911828E-8,-1.4352760163438963E-10,-2.177785258639112E-11,3.2978659128471864E-11
7.901999999999999,1.91774154420437E-6,2.2126658544674347E-6,12.82084754787475,4.68599923891307E-6,-2.4727942906216805E-10,-2.333551889402402E-11,1.0634369668083062E-8,-1.0359800918577394E-10,-1.5575270708424168E-12,1.0601304677165376E-8,-1.436814198763943E-10,-2.1777991823181587E-11,3.3064990917683424E-11
8.001999999999999,1.922349308124954E-6,2.2126676371655266E-6,12.82085787736052,4.69725830470856E-6,-2.4778949334372856E-10,-2.3335632180473945E-11,1.0660468702570156E-8,-1.039582687169009E-10,-1.55750299653489E-12,1.0627324212809964E-8,-1.4383122462682766E-10,-2.1778129183938997E-11,3.314448976018215E-11
8.101999999999999,1.926996433389004E-6,2.2126694119843316E-6,12.820868161191349,4.7086135499011635E-6,-2.4828752898232645E-10,-2.3335743643739484E-11,1.0685820496327308E-8,-1.0431095412118542E-10,-1.5574789374164086E-12,1.0652595829625574E-8,-1.439765748611411E-10,-2.1778264706323073E-11,3.322466670173795E-11
8.202,1.9313402735915504E-6,2.212671179114456E-6,12.820878400471662,4.719227718397738E-6,-2.487594502827557E-10,-2.333585332341619E-11,1.0710271048686086E-8,-1.0464086506590696E-10,-1.557454893245556E-12,1.0676971434743522E-8,-1.441185852168483E-10,-2.1778398430170625E-11,3.3299613942561445E-11
8.302,1.9356903413332833E-6,2.212672938751193E-6,12.820888596333047,4.7298571038791196E-6,-2.492233742338506E-10,-2.3335961261935396E-11,1.0734090891600445E-8,-1.0496692831312083E-10,-1.5574308637794132E-12,1.070071622359663E-8,-1.4425644592072922E-10,-2.177853039815601E-11,3.337466800383573E-11
8.402,1.9397879969064567E-6,2.2126746910719497E-6,12.820898749803456,4.739869720519373E-6,-2.496640636493094E-10,-2.3336067501355495E-11,1.0757111274173685E-8,-1.0527258925771585E-10,-1.5574068487818634E-12,1.0723665904680431E-8,-1.443914743915935E-10,-2.1778660652573694E-11,3.344536949323955E-11
8.501999999999999,1.9438864205558523E-6,2.212676436258673E-6,12.820908861937138,4.749884213952991E-6,-2.500981079493278E-10,-2.3336172084142157E-11,1.0779552887763745E-8,-1.0557551446294983E-10,-1.5573828480317215E-12,1.0746036804078916E-8,-1.4452259348637812E-10,-2.1778789236110502E-11,3.3516083684814226E-11
8.601999999999999,1.9477522131091783E-6,2.212678174480495E-6,12.820918933714106,4.75933027357318E-6,-2.5051113680649384E-10,-2.3336275051542065E-11,1.0801301565786674E-8,-1.0585994764669612E-10,-1.5573588613044882E-12,1.0767718779420122E-8,-1.4465118915979756E-10,-2.1778916190237633E-11,3.358278636652546E-11
8.702,1.9516345289457885E-6,2.2126799058860044E-6,12.820928965995318,4.768816707816917E-6,-2.509186620870032E-10,-2.333637644421318E-11,1.082249079444899E-8,-1.0614256891215983E-10,-1.5573348883780025E-12,1.0788841021034391E-8,-1.4477609317484373E-10,-2.17790415558352E-11,3.364977341458982E-11
8.802,1.9552787810474158E-6,2.212681630660898E-6,12.82093895985676,4.777721433600351E-6,-2.513064817908058E-10,-2.3336476301417117E-11,1.0843077681539004E-8,-1.0640776696550917E-10,-1.5573109290437383E-12,1.0809365026250444E-8,-1.448987148252963E-10,-2.177916537237342E-11,3.371265528855048E-11
8.902,1.9589708415105434E-6,2.2126833489206894E-6,12.82094891596775,4.786742979059659E-6,-2.516903827389228E-10,-2.3336574661456896E-11,1.0863152354106537E-8,-1.0667255300015927E-10,-1.5572869830940322E-12,1.0829375993146952E-8,-1.4501782973876368E-10,-2.1779287678362817E-11,3.3776360959619593E-11
9.001999999999999,1.9624162196694814E-6,2.2126850608412075E-6,12.820958835347094,4.795161756594799E-6,-2.5205567261815873E-10,-2.3336671561259418E-11,1.0882697968163584E-8,-1.0692068692984776E-10,-1.5572630503244722E-12,1.0848862155302039E-8,-1.4513498568831125E-10,-2.1779408510934916E-11,3.3835812861533865E-11
9.101999999999999,1.9659307906779925E-6,2.2126867665277016E-6,12.820968718604641,4.803749606777615E-6,-2.524176673769251E-10,-2.3336767036685504E-11,1.0901729564174628E-8,-1.071689052461863E-10,-1.5572391305330063E-12,1.0867833106885274E-8,-1.4524876213073873E-10,-2.1779527906152563E-11,3.389645728935222E-11
9.202,1.9691962323320623E-6,2.2126884661442572E-6,12.820978566691151,4.8117287096718105E-6,-2.5276279446579586E-10,-2.333686112232436E-11,1.092030875787372E-8,-1.0740193066340877E-10,-1.5572152235254988E-12,1.088635595211244E-8,-1.453608638023866E-10,-2.177964589879879E-11,3.3952805761303076E-11
9.302,1.9725414819902037E-6,2.2126901598025743E-6,12.820988380253844,4.819902823331393E-6,-2.5310500642824654E-10,-2.333695385169984E-11,1.0938395383665759E-8,-1.0763530576274746E-10,-1.55719132911096E-12,1.0904384853860664E-8,-1.4546970066549893E-10,-2.1779762522588916E-11,3.401052980511477E-11
9.402,1.975650567412747E-6,2.212691847634279E-6,12.820998160055403,4.827499869955209E-6,-2.5343183790241715E-10,-2.333704525716489E-11,1.0956085638602276E-8,-1.0785472853424571E-10,-1.5571674470959499E-12,1.0922021457159772E-8,-1.4557710936817187E-10,-2.177987781006899E-11,3.4064181442515526E-11
9.501999999999999,1.978830754961899E-6,2.2126935297653956E-6,12.82100790682605,4.835270654542926E-6,-2.537564131973413E-10,-2.3337135370060108E-11,1.0973290175722725E-8,-1.0807498950117497E-10,-1.5571435772979025E-12,1.0939171117157908E-8,-1.4568142369616638E-10,-2.177999179276223E-11,3.411905856481362E-11
9.601999999999999,1.981803122313508E-6,2.212695206320288E-6,12.821017621286385,4.84253363071899E-6,-2.540666603246928E-10,-2.33372242206674E-11,1.0990193654144262E-8,-1.0828226652883602E-10,-1.5571197195396422E-12,1.0956023302149344E-8,-1.4578439379585715E-10,-2.178010450112783E-11,3.4170351994878905E-11
9.702,1.9848341799518753E-6,2.21269687738694E-6,12.821027303946217,4.849940016542675E-6,-2.543744916671285E-10,-2.333731183830314E-11,1.1006592308462884E-8,-1.0848997861771445E-10,-1.5570958736397297E-12,1.0972369651539529E-8,-1.4588451304941443E-10,-2.178021596466333E-11,3.422265692333599E-11
9.802,1.987676250650015E-6,2.212698543103491E-6,12.821036955605962,4.856884612997122E-6,-2.546699147162874E-10,-2.333739825132011E-11,1.1022733739299609E-8,-1.0868646847570376E-10,-1.5570720394240555E-12,1.0988462036409239E-8,-1.4598344624058345E-10,-2.1780326211896103E-11,3.427170289036319E-11
9.902,1.990564314885078E-6,2.2127002035649634E-6,12.821046576816212,4.86394159460569E-6,-2.549625378139637E-10,-2.333748348718256E-11,1.1038406781195228E-8,-1.0888294697231274E-10,-1.5570482167252114E-12,1.1004085239740292E-8,-1.460795908416515E-10,-2.1780435270457394E-11,3.4321541454908445E-11
10.001999999999999,1.993293039471645E-6,2.2127018588642135E-6,12.821056168115001,4.870609229967976E-6,-2.5524336607713457E-10,-2.333756757246475E-11,1.1053838449390492E-8,-1.0906861011684075E-10,-1.5570244053738492E-12,1.101946981714351E-8,-1.4617475596029376E-10,-2.1780543167090967E-11,3.436863224699748E-11
10.101999999999999,1.996040995078584E-6,2.2127035091152193E-6,12.821065730162754,4.877323856306231E-6,-2.5552230945836587E-10,-2.333765053291407E-11,1.1068809754471056E-8,-1.0925505535652721E-10,-1.5570006052046718E-12,1.1034393700260914E-8,-1.46267254101839E-10,-2.1780649927709434E-11,3.441605421015263E-11
10.202,1.9986598686347827E-6,2.2127051544182253E-6,12.821075263540315,4.883723070803224E-6,-2.557896133335637E-10,-2.3337732393470663E-11,1.1083592406861118E-8,-1.094307769631832E-10,-1.5569768160601644E-12,1.1049131156746453E-8,-1.463588363703808E-10,-2.1780755577410494E-11,3.4461250114671325E-11
10.302,2.0012926346752254E-6,2.2127067948386887E-6,12.821084768626966,4.890156231569353E-6,-2.5605572328945933E-10,-2.333781317830037E-11,1.1097939024892818E-8,-1.0960781866312726E-10,-1.5569530377782718E-12,1.106343233973552E-8,-1.4644790462633263E-10,-2.1780860140522082E-11,3.4506685157299604E-11
10.402,2.0038003783211526E-6,2.2127084304984415E-6,12.821094246128638,4.896283900259491E-6,-2.563108505698765E-10,-2.3337892910829745E-11,1.1112082847591582E-8,-1.0977464313545424E-10,-1.556929270207355E-12,1.107753288344437E-8,-1.4653620743442224E-10,-2.178096364062231E-11,3.454996414720871E-11
10.501999999999999,2.006321085351559E-6,2.212710061474575E-6,12.821103696492017,4.902443244964579E-6,-2.5656519351438163E-10,-2.333797161376793E-11,1.1125863012241905E-8,-1.0994321756473087E-10,-1.5569055131919E-12,1.1091269545972423E-8,-1.4662197594965048E-10,-2.178106610057605E-11,3.459346626944177E-11
10.601999999999999,2.0087393140295534E-6,2.2127116878375243E-6,12.821113120125226,4.908352183934397E-6,-2.568086610282184E-10,-2.3338049309145207E-11,1.1139431992460024E-8,-1.1010144345947179E-10,-1.5568817665891142E-12,1.1104796791402899E-8,-1.4670721756874612E-10,-2.178116754255607E-11,3.46352010571449E-11
10.702,2.0111459191341725E-6,2.2127133096854787E-6,12.821122517597207,4.914232720716159E-6,-2.5705196018601596E-10,-2.3338126018320394E-11,1.1152644024978219E-8,-1.1026200471785278E-10,-1.5568580302455028E-12,1.111796728992225E-8,-1.4678995546816323E-10,-2.178126798807485E-11,3.467673505597217E-11
10.802,2.0134756222071543E-6,2.212714927102996E-6,12.821131889397911,4.919925347472813E-6,-2.5728489212561815E-10,-2.3338201762027042E-11,1.1165691421625368E-8,-1.1041265177010075E-10,-1.5568343040217752E-12,1.1130974478902476E-8,-1.4687224035551745E-10,-2.1781367458005225E-11,3.471694272288163E-11
10.902,2.0157896892011373E-6,2.212716540137063E-6,12.82114123579959,4.925579767488568E-6,-2.575175532536754E-10,-2.333827656038463E-11,1.1178395024515375E-8,-1.1056542627872608E-10,-1.5568105877776765E-12,1.1143638144087062E-8,-1.4695212697494944E-10,-2.178146597260693E-11,3.4756880428266125E-11
11.001999999999999,2.0180286587509176E-6,2.212718148892854E-6,12.821150557411661,4.93105068698652E-6,-2.5774078346078507E-10,-2.333835043291939E-11,1.1190920860109786E-8,-1.1070908592637604E-10,-1.556786881371725E-12,1.1156125337183482E-8,-1.4703169753440926E-10,-2.178156355154773E-11,3.4795522926274063E-11
11.101999999999999,2.0202481325835014E-6,2.21271975343665E-6,12.821159854618175,4.936473968722119E-6,-2.5796361216944355E-10,-2.3338423398599814E-11,1.1203153127594487E-8,-1.1085477710022802E-10,-1.5567631846736722E-12,1.1168319298669717E-8,-1.4710883506921558E-10,-2.1781660213926177E-11,3.483382892478817E-11
11.202,2.0224175915773354E-6,2.2127213538180063E-6,12.82116912770627,4.941775039257235E-6,-2.581776465274527E-10,-2.333849547583917E-11,1.1215220233268429E-8,-1.1099182016121573E-10,-1.5567394975472465E-12,1.1180348961060354E-8,-1.471858263662365E-10,-2.1781755978291873E-11,3.4871272208077996E-11
11.302,2.0245391469333348E-6,2.2127229501317073E-6,12.821178377225147,4.9469590573088725E-6,-2.583911192311005E-10,-2.3338566682527425E-11,1.1226960999564793E-8,-1.1113063760283123E-10,-1.5567158198620073E-12,1.1192053110382093E-8,-1.4726048162826948E-10,-2.178185086266543E-11,3.490788918270832E-11
11.402,2.0266375444182945E-6,2.2127245424373874E-6,12.821187603520357,4.952086489129486E-6,-2.585968864076484E-10,-2.3338637036045318E-11,1.1238622231453691E-8,-1.1126195345726691E-10,-1.556692151487914E-12,1.1203678124924058E-8,-1.473349329503816E-10,-2.1781944884557332E-11,3.494410652961602E-11
11.501999999999999,2.028683705364269E-6,2.2127261307816917E-6,12.821196806862172,4.957086281027679E-6,-2.5880147820382745E-10,-2.333870655328914E-11,1.1249928376075897E-8,-1.1139421607884792E-10,-1.5566684923030242E-12,1.1214948953208233E-8,-1.4740726212497954E-10,-2.1782038060986054E-11,3.497942286765352E-11
11.601999999999999,2.0307046437055013E-6,2.2127277152435553E-6,12.821205987707962,4.962024441520421E-6,-2.589993797459512E-10,-2.3338775250679237E-11,1.1261168530973708E-8,-1.1152000778710895E-10,-1.5566448421836197E-12,1.1226154226986913E-8,-1.4747937195884202E-10,-2.178213040849567E-11,3.501430398684587E-11
11.702,2.0326748458943255E-6,2.2127292958930574E-6,12.821215146463794,4.966838628283615E-6,-2.591957225792558E-10,-2.3338843144179582E-11,1.1272072746936873E-8,-1.116463111731163E-10,-1.5566212010076308E-12,1.1237024436960826E-8,-1.4754941140613942E-10,-2.178222194317202E-11,3.5048309976064215E-11
11.802,2.0346352974685164E-6,2.2127308727521633E-6,12.821224283256933,4.971628989431266E-6,-2.593857828351479E-10,-2.333891024931235E-11,1.1282934847969176E-8,-1.1176648127527159E-10,-1.5565975686533417E-12,1.124785270043809E-8,-1.476193015598762E-10,-2.1782312680658955E-11,3.508214753108981E-11
11.902,2.0365265161713615E-6,2.2127324459194863E-6,12.82123339865878,4.976250180138075E-6,-2.5957493950639284E-10,-2.3338976581179387E-11,1.1293437990783207E-8,-1.1188767682424478E-10,-1.5565739450061103E-12,1.1258323199747966E-8,-1.4768726268214767E-10,-2.1782402636173308E-11,3.511479103525283E-11
12.001999999999999,2.038422718903084E-6,2.2127340154336002E-6,12.821242492892841,4.9808835493136796E-6,-2.59757603058041E-10,-2.333904215447241E-11,1.1303948193680032E-8,-1.1200263726247594E-10,-1.556550329952524E-12,1.1268800673503447E-8,-1.4775496579556528E-10,-2.178249182451986E-11,3.5147520176563995E-11
12.101999999999999,2.040254805846799E-6,2.2127355813399976E-6,12.821251566222715,4.985360251635646E-6,-2.5993949869791895E-10,-2.3339106983482245E-11,1.1314092395799981E-8,-1.121185653580193E-10,-1.5565267233775801E-12,1.1278913252294166E-8,-1.4782093333989958E-10,-2.1782580260104767E-11,3.5179143505817795E-11
12.202,2.042081625297374E-6,2.2127371437011715E-6,12.821260619010502,4.989824082844238E-6,-2.6011526127888705E-10,-2.3339171082123183E-11,1.1324234551507924E-8,-1.1222860612508065E-10,-1.5565031251735034E-12,1.128902387578825E-8,-1.4788665515380628E-10,-2.1782667956949647E-11,3.521067571968401E-11
12.302,2.043849988754125E-6,2.2127387025853442E-6,12.821269651651505,4.994145076899711E-6,-2.6029060641152296E-10,-2.333923446393103E-11,1.1334049883043539E-8,-1.1233997637075064E-10,-1.5564795352272185E-12,1.1298808683325798E-8,-1.4795063004077187E-10,-2.178275492870388E-11,3.524119971771354E-11
12.402,2.045627415824824E-6,2.212740258000845E-6,12.821278664193986,4.998488217885361E-6,-2.6045954849630524E-10,-2.3339297142093914E-11,1.134386699297159E-8,-1.1244507093398887E-10,-1.556455953436885E-12,1.1308595113257322E-8,-1.4801447756231576E-10,-2.178284118865708E-11,3.527187971427603E-11
12.501999999999999,2.04732662321594E-6,2.212741810039045E-6,12.821287657167376,5.002640229174686E-6,-2.6062884487998905E-10,-2.3339359129448336E-11,1.1353337943421999E-8,-1.1255220901835618E-10,-1.5564323796969929E-12,1.1318036732696854E-8,-1.4807663586163297E-10,-2.178292674975133E-11,3.530121072517232E-11
12.601999999999999,2.0490498235506195E-6,2.212743358732444E-6,12.82129663075999,5.006850867193767E-6,-2.6079146098472985E-10,-2.333942043849455E-11,1.1362856308559841E-8,-1.1265285519280958E-10,-1.5564088139022688E-12,1.132752535339617E-8,-1.4813860579192016E-10,-2.1783011624592226E-11,3.5330955163697497E-11
12.702,2.050700262157648E-6,2.2127449041141524E-6,12.821305585163678,5.010883712015729E-6,-2.6095464700740587E-10,-2.3339481081412704E-11,1.1372025799213847E-8,-1.1275561011609106E-10,-1.5563852559528807E-12,1.1336666354481828E-8,-1.4819903689131464E-10,-2.178309582545978E-11,3.5359444732018805E-11
12.802,2.0523625277066145E-6,2.212746446246032E-6,12.821314520736884,5.014945455956598E-6,-2.6111136515760554E-10,-2.3339541070066812E-11,1.1381224421421652E-8,-1.1285205707125238E-10,-1.5563617057474527E-12,1.134583628345838E-8,-1.48259308086353E-10,-2.1783179364319372E-11,3.538813796326231E-11
12.902,2.05395925084542E-6,2.2127479851802227E-6,12.821323437781727,5.018847047094262E-6,-2.6126902129146613E-10,-2.3339600416020888E-11,1.1390120068299562E-8,-1.1295102001634902E-10,-1.5563381631899548E-12,1.135470436748946E-8,-1.4831800127511687E-10,-2.1783262252830976E-11,3.541570081011252E-11
13.001999999999999,2.0555802389878072E-6,2.21274952092746E-6,12.821332336360411,5.022807929740035E-6,-2.614198963262507E-10,-2.3339659130545538E-11,1.139903989018642E-8,-1.1304323277702061E-10,-1.5563146281853406E-12,1.1363596208392934E-8,-1.4837666354923012E-10,-2.1783344502360133E-11,3.544368179347404E-11
13.101999999999999,2.057117734606944E-6,2.2127510535622503E-6,12.821341216904642,5.02656479850208E-6,-2.615723290594998E-10,-2.333971722462597E-11,1.1407638297354821E-8,-1.1313853690880677E-10,-1.5562911006398511E-12,1.1372168074464357E-8,-1.484337921506933E-10,-2.1783426123986113E-11,3.547022289047203E-11
13.202,2.0586900406441776E-6,2.2127525831210777E-6,12.821350079625827,5.030406726480379E-6,-2.6171777417661875E-10,-2.3339774708969368E-11,1.141629904326528E-8,-1.1322696395759315E-10,-1.5562675804574907E-12,1.1380801679301894E-8,-1.4849081021902547E-10,-2.17835071285118E-11,3.5497363963399426E-11
13.302,2.0601891390182276E-6,2.2127541096207643E-6,12.821358924621434,5.0340697716185944E-6,-2.6186509765989854E-10,-2.333983159402168E-11,1.1424646155270772E-8,-1.1331865098246537E-10,-1.5562440675498485E-12,1.1389122912776994E-8,-1.4854644667743308E-10,-2.1783587526471868E-11,3.5523242493797275E-11
13.402,2.061706033656462E-6,2.2127556331275455E-6,12.82136775227525,5.037776301907701E-6,-2.6200560951943877E-10,-2.3339887889969185E-11,1.1433027484177637E-8,-1.1340361839003327E-10,-1.5562205618281392E-12,1.1397478056539293E-8,-1.4860199112940571E-10,-2.1783667328141045E-11,3.5549427638349303E-11
13.501999999999999,2.0631607963644047E-6,2.2127571536768917E-6,12.821376562792807,5.041331012897211E-6,-2.6214800249756076E-10,-2.3339943606747668E-11,1.1441139337357994E-8,-1.1349189361588381E-10,-1.5561970632048987E-12,1.1405564796136921E-8,-1.4865610888167688E-10,-2.1783746543542806E-11,3.557454122109431E-11
13.601999999999999,2.064640853344721E-6,2.212758671282635E-6,12.821385356254249,5.04494753041192E-6,-2.6228342851585525E-10,-2.333999875404599E-11,1.1449276833750487E-8,-1.1357318722541516E-10,-1.5561735715898525E-12,1.1413676743038675E-8,-1.4871024129044E-10,-2.178382518245619E-11,3.5600090711830695E-11
13.702,2.0660446304990258E-6,2.2127601860062037E-6,12.821394133015508,5.0483776582602575E-6,-2.624214429043051E-10,-2.3340053341325067E-11,1.1457133252422001E-8,-1.1365843998971958E-10,-1.5561500869011045E-12,1.1421508927724763E-8,-1.4876300291458543E-10,-2.178390325442393E-11,3.5624324697196996E-11
13.802,2.067481717125807E-6,2.2127616978864036E-6,12.821402893301439,5.051889177765945E-6,-2.62552238890706E-10,-2.334010737781315E-11,1.146504757789141E-8,-1.137365461678097E-10,-1.5561266090534722E-12,1.142939844508932E-8,-1.4881569272289646E-10,-2.1783980768759587E-11,3.564913280210099E-11
13.902,2.0688540878359904E-6,2.2127632069261653E-6,12.821411637129021,5.055242564004495E-6,-2.626856594355131E-10,-2.3340160872523047E-11,1.1472685631097066E-8,-1.1381851254245594E-10,-1.5561031379689462E-12,1.1437012806296908E-8,-1.48867146893057E-10,-2.1784057734554137E-11,3.567282480017208E-11
14.001999999999999,2.070240442301041E-6,2.212764713195781E-6,12.821420364905547,5.058630119531836E-6,-2.6281215227351605E-10,-2.3340213834244293E-11,1.1480348431595018E-8,-1.1389360921746761E-10,-1.5560796735615703E-12,1.1444651673899212E-8,-1.4891854305604834E-10,-2.178413416068276E-11,3.569675769579074E-11
14.101999999999999,2.071575020504588E-6,2.2127662167175086E-6,12.821429076759992,5.0618911598242575E-6,-2.629414618389103E-10,-2.3340266271567507E-11,1.1487790668016851E-8,-1.1397281703782871E-10,-1.5560562157558313E-12,1.1452070870411845E-8,-1.4896864480108161E-10,-2.17842100558117E-11,3.571979760499428E-11
14.202,2.072930663985223E-6,2.2127677175084395E-6,12.82143777279138,5.065203673096802E-6,-2.630635809285924E-10,-2.3340318192874055E-11,1.1495241778561865E-8,-1.1404478091179194E-10,-1.5560327644704336E-12,1.1459498578037996E-8,-1.4901880001680024E-10,-2.1784285428403676E-11,3.574320052387893E-11
14.302,2.0742189197496027E-6,2.2127692156183205E-6,12.821446453287965,5.068351524562842E-6,-2.6318892628359237E-10,-2.334036960635794E-11,1.1502452991791273E-8,-1.1412122911725767E-10,-1.5560093196329825E-12,1.1466687550515995E-8,-1.490676971663349E-10,-2.1784360286724857E-11,3.576544127529142E-11
14.402,2.075537191290493E-6,2.212770711088348E-6,12.82145511848845,5.071572719543972E-6,-2.633069969110859E-10,-2.3340420520014017E-11,1.1509712241800606E-8,-1.141904399331045E-10,-1.555985881164398E-12,1.147392404242571E-8,-1.4911655697798143E-10,-2.1784434638849683E-11,3.578819937488418E-11
14.501999999999999,2.076799656907604E-6,2.2127722039097827E-6,12.821463768342198,5.074657552815073E-6,-2.6342834869706323E-10,-2.334047094165873E-11,1.151673474797448E-8,-1.1426406119921177E-10,-1.5559624489914307E-12,1.1480924752960031E-8,-1.4916428749785166E-10,-2.1784508492667318E-11,3.580999501442877E-11
14.601999999999999,2.0780720752637556E-6,2.2127736941554584E-6,12.821472403271226,5.077766705592474E-6,-2.635426841019196E-10,-2.3340520878929342E-11,1.1523774439787588E-8,-1.1433067965947549E-10,-1.5559390230429755E-12,1.1487942477723353E-8,-1.4921200444244424E-10,-2.1784581855886287E-11,3.5831962064234706E-11
